peopleCd,peopleNm,repRoleNm,filmoNames
20273410,박수진,스크립터,장산범|허삼관|숨바꼭질|강철대오:구국의 철가방|세상에서 가장 아름다운 이별|김종욱 찾기|인플루언스|죽이고 싶은|이장과 군수|여선생 VS 여제자|선생 김봉두|나쁜 남자|무서운 이야기 '해와 달'
20110821,박수진,시나리오(각본),공조|히말라야|쓰리 썸머 나잇|국제시장|스파이|댄싱퀸|퀵|뚝방전설|양아치어조|어떤 여행의 기록
20158663,박수진,조감독,고양이 소녀|네번째 층 - 어느날 갑자기 두번째 이야기
20231390,박수진,배우,세컨어카운트
20208964,박수진,감독,부베이 부|인디애니페스트2015-파노라마2-집으로
10029553, 박호찬,조감독,"어쩌다, 결혼|허삼관|롤러코스터|퍼펙트 게임|베스트셀러|애자|아버지와 마리와 나|개인용 지옥"
10013583,딘 데블로이스,감독,드래곤 길들이기 3|드래곤 길들이기 2|드래곤 길들이기|헤이마|릴로와 스티치
10016605,로버트 로드리게즈,감독,알리타: 배틀 엔젤|씬 시티: 다크히어로의 부활|마세티 킬즈|스파이키드4 : 올더타임인더월드|마셰티|쇼츠|플래닛 테러|그라인드 하우스|샤크보이와 라바걸의 모험 : 3-D|스파이 키드 3D|원스 어폰 어 타임 인 멕시코 |스파이 키드 2|스파이 키드|패컬티|황혼에서 새벽까지|포 룸 |엘 마리아치
10077478,크리스토퍼 랜던,감독,해피 데스데이 2 유|해피 데스데이|파라노말 액티비티 : 더 마크드 원스
10077207,크리스 콜럼버스,감독,"픽셀|퍼시 잭슨과 번개 도둑|아이 러브 유, 베스 쿠퍼|렌트|해리포터와 비밀의 방|해리포터와 마법사의 돌|바이센테니얼 맨|스텝맘|나인 먼쓰 |미세스 다웃파이어 |나 홀로 집에 2|나홀로 집에|피라미드의 공포|구니스 |그렘린 "
10087600,한스 페터 몰란트,감독,콜드 체이싱|미결처리반 Q: 믿음의 음모|사라짐의 순서|거품이 사라지면 |페더젠 동지|아름다운 나라
10018173,롭 마샬,감독,메리 포핀스 리턴즈|숲속으로|캐리비안의 해적: 낯선 조류|나인|게이샤의 추억|시카고
20321852,이민재,배우,살아남은 아이
20195500,이민재,특수촬영,"PMC: 더 벙커|성난황소|창궐|협상|상류사회|탐정: 리턴즈|레슬러|7년의 밤|마약왕|물괴|신과함께-인과 연|변산|지금 만나러 갑니다|골든슬럼버|염력|신과함께-죄와 벌|꾼|부라더|침묵|남한산성|브이아이피|택시운전사|대립군|불한당: 나쁜 놈들의 세상|보안관|임금님의 사건수첩|그래, 가족|당신, 거기 있어줄래요|목숨 건 연애|가려진 시간|아수라|덕혜옹주|부산행|대역전|희생부활자|널 기다리며|검사외전|조선마술사|슬로우 비디오|하이힐"
20111087,이민재,편집,"기묘한 가족|파괴된 사나이|기다리다 미쳐|내 생애 최악의 남자|바람피기 좋은 날|도마뱀|거칠마루|제니, 주노|어린 신부|별"
20195498,이민재,라인프로듀서,내 아내의 초대남들:네토라레|수상한 종업원|엄마의 직업|들개
20148753,이민재,VFX 슈퍼바이저,가려진 시간|설지|퇴마: 무녀굴|연평해전|조류인간|거인|맨홀|두근두근 내 인생|해무(海霧)|우는 남자|일대일|우아한 거짓말|관능의 법칙|피끓는 청춘|응징자|톱스타|깡철이|뫼비우스|미스체인지|뜨거운 안녕|파파로티|다이노 타임|신의 선물|더 웹툰: 예고살인|미나문방구|전설의 주먹|사이코메트리|반창꼬|공모자들|오싹한 연애|티끌모아 로맨스|커플즈|완득이|퀵|고지전|마마|폐가|10억|국가대표|마린보이|쌍화점|고고 70|신기전|아버지와 마리와 나|다찌마와리|헨젤과 그레텔|죽어도 해피엔딩|해부학 교실|못말리는 결혼|그놈 목소리|언니가 간다|미녀는 괴로워|싸이보그지만 괜찮아|사랑 따윈 필요 없어|다세포소녀|괴물
20148762,이민재,연출팀,춘몽|타워|하모니|블루|클라이막스
20230427,이민재,특수효과팀,히말라야
20223127,이민재,음악,반짝이는 박수 소리
20148757,이민재,온라인마케팅,러브픽션|커플즈|고양이: 죽음을 보는 두 개의 눈|풍산개|세상에서 가장 아름다운 이별|청춘그루브|황해
20148770,이민재,배우,나는 아빠다
20183664,한준희,감독,뺑반|차이나타운|사이코메트리|시나리오 가이드
20298483,한준희,애니메이션팀,뽀로로 극장판 공룡섬 대모험
20145172,한준희,VFX 아티스트,탐정 홍길동: 사라진 마을|이태원 살인사건
20255659,한준희,스토리,봉이 김선달
20187102,한준희,제작팀,화이: 괴물을 삼킨 아이
20183665,한준희,기타,콩가네
20180784,한준희,동시녹음팀,뒷담화: 감독이 미쳤어요|은교
20145170,한준희,연출팀,바보|그해 여름
20115431,야마모토 야스이치로,감독,명탐정 코난: 에피소드 원-작아진 명탐정|명탐정 코난 : 코난 실종사건 - 사상 최악의 이틀|명탐정 코난: 11번째 스트라이커|명탐정 코난: 천공의 난파선|명탐정 코난:전율의 악보|명탐정 코난:감벽의 관|명탐정 코난 : 탐정들의 진혼가 |명탐정 코난 : 수평선상의 음모|명탐정 코난:은빛 날개의 마술사
20306433,김진철,작화감독,극장판 헬로카봇 : 달나라를 구해줘!|극장판 헬로카봇: 옴파로스 섬의 비밀|극장판 헬로카봇 : 백악기 시대|헬로 카봇
10005948,김진철,미술/프로덕션 디자인,"그날, 바다|오장군의 발톱|처음엔 다 그래|아빠는 딸|그래, 가족|나홀로 휴가|연애의 맛|정사: 위험한 성적 유희 무삭제판|정사: 위험한 성적유희|가비|심장이 뛴다|4교시 추리영역|흑심모녀|황진이|6월의 일기|썸|스캔들-조선남녀상열지사|쓰리|고양이를 부탁해|정사"
20295835,김진철,촬영팀,노래방 : 화끈한 여자들|유부녀들의 맛|밀애 : 친구의 아내|개인교수 : 성적 올리기|여친 언니|젊은 엄마 친구|착한 이모의 은밀한 아르바이트|성인용품 사용설명서|젊은엄마네하숙집|내 학생의 엄마 3|맛있는 스와핑|엄마의 유혹|금지된 섹스|인공지능 섹스돌|스와핑 : 친구의 아내 2|신혼부부의 성생활|연애 : 엄마친구|친구엄마들|하숙집 여자들|아내의 애인 2|정사 : 아내의 친구|새오빠2|룸싸롱 여대생들|착한 엄마 2|바람난 여자들2|사촌 누나|불륜 동창회|비뇨기과 여의사들|미용실 : 특별한 서비스 2|외출 2|내 학생의 엄마 2|착한 형수 2|여자 보험왕 : 그녀의 영업비밀|착한 엄마 친구|불륜가족
20315019,김진철,배우,레슬러
20315053,김진철,배우,B급 며느리
20227419,김진철,VFX 아티스트,완벽한 타인|7년의 밤|강철비|브이아이피|장산범|불한당: 나쁜 놈들의 세상|보안관|더 킹|아수라|덕혜옹주|아가씨|럭키|검사외전|대호|암살
20161743,김진철,배우,갈갈이 패밀리와 드라큐라
20161742,김진철,메이킹필름,마마 앤드 파파
10005947,김진철,촬영,너에게 나를 보낸다 2|부킹쏘나타|너에게 받은 흔적|짧은 시간 긴 시간|내가 성에 관해 알고 있는 몇가지 이야기들
20306533, 최신규,감독,극장판 헬로카봇 : 달나라를 구해줘!|극장판 헬로카봇: 옴파로스 섬의 비밀|극장판 공룡메카드: 타이니소어의 섬|극장판 헬로카봇 : 백악기 시대|헬로 카봇
10072439, 최신규,제작,최강전사 미니특공대 : 새로운 악당의 습격|오세암|고인돌|탑블레이드Vol.1|탑블레이드Vol.2|탑블레이드Vol.3
10022687,마이크 미첼,감독,레고 무비2|트롤|앨빈과 슈퍼밴드3|슈렉 포에버|스카이 하이|서바이빙 크리스마스|듀스 비갈로
20187477,엄유나,시나리오(각본),말모이|택시운전사|번개와 춤을
10047338,엄유나,연출팀,쌍화점|추격자
20160795,엄유나,조감독,국경의 남쪽
20328592,,감독,이사도라의 아이들
20326192,,감독,윤회
20328572,,배우,"연애의 발동 : 상해 여자, 부산 남자|라스트 갓파더"
10004401,,감독,물아기|갯벌아! 갯벌아!|달빛 프로젝트|일곱 살
20324373,,감독,마스코트
20125828,,배우,리얼|도리화가|건축학개론
20212660,,배우,나랏말싸미|지푸라기라도 잡고 싶은 짐승들|마약왕|변산|허스토리|군함도|박열|마중: 커피숍 난동 수다 사건|공조|내비게이션|현도가|고치|BiFan2015 판타스틱 단편 걸작선 6
10029093,,배우,엑시트|킹메이커 : 선거판의 여우|기묘한 가족|비밥바룰라|푸른노을|루시드 드림|수상한 그녀|홍길동의 후예|박쥐|행복|무도리|투 가이즈|마법의 성|울랄라씨스터즈|봄날은 간다|교도소 월드컵|하면 된다|간첩 리철진|산전수전|조용한 가족|투캅스 3|베이비 세일|돈을 갖고 튀어라|밀크초콜릿 1950-1990|영심이|나는 날마다 일어선다|삶의 향기
10001486,,배우,엑시트|채비|바라던 바다|그랑프리|굿모닝 프레지던트|가족의 탄생|엄마|도마 안중근|인어 공주|이혼하지 않은 여자|나의 아내를 슬프게 하는 것들|1990년 자유부인|푸른계절의 열기|질투|두 여인|깃발없는 기수|아침에 퇴근하는 여자|유혹
20215507,,배우,버닝|더 크리스마스|옥자|메이헴|프랑스 영화처럼
10006823,나딘 라바키,감독,"가버나움|사랑해, 리우|카라멜"
10000970,강효진,감독,내안의 그놈|양아치 느와르|폭력의 법칙: 나쁜 피 두 번째 이야기|미쓰 와이프|나쁜 피|육혈포 강도단|펀치레이디|맨손으로 죽여라?|조폭마누라
20179400,강효진,VFX 아티스트,파파로티|미나문방구|전설의 주먹|사이코메트리|반창꼬|공모자들
20121802,리치 무어,감독,주먹왕 랄프 2: 인터넷 속으로|주토피아|주먹왕 랄프|심슨 가족|퓨쳐라마
10091491,M. 나이트 샤말란,감독,글래스|23 아이덴티티|더 비지트|애프터 어스|라스트 에어벤더|해프닝|레이디 인 더 워터|빌리지|싸인|언브레이커블|식스 센스|와이드 어웨이크
10057737,이춘백,작화감독,언더독|26년|마당을 나온 암탉|고인돌|누들누드 2|사람이되어라
20112890, 오성윤,감독,언더독|26년|마당을 나온 암탉|사람이되어라|별별 이야기 2-여섯 빛깔 무지개|별별 이야기
10050418, 오성윤,VFX 아티스트,나두야 간다
10031865,브라이언 싱어,감독,보헤미안 랩소디|엑스맨: 아포칼립스|엑스맨: 데이즈 오브 퓨처 패스트|잭 더 자이언트 킬러|작전명 발키리|수퍼맨 리턴즈|엑스맨 2|엑스맨|죽음보다 무서운 비밀|유주얼 서스펙트
10043130,안드레스 코투리어,감독,몬스터 파크
10064265,제임스 완,감독,아쿠아맨|애나벨 : 인형의 주인|컨저링 2|분노의 질주: 더 세븐|인시디어스: 두번째 집|컨저링|인시디어스|데드 사일런스|쏘우
20306533,최신규,감독,극장판 헬로카봇 : 달나라를 구해줘!|극장판 헬로카봇: 옴파로스 섬의 비밀|극장판 공룡메카드: 타이니소어의 섬|극장판 헬로카봇 : 백악기 시대|헬로 카봇
10072439,최신규,제작,최강전사 미니특공대 : 새로운 악당의 습격|오세암|고인돌|탑블레이드Vol.1|탑블레이드Vol.2|탑블레이드Vol.3
20152146, 유재운,애니메이션팀,극장판 공룡메카드: 타이니소어의 섬|부릉! 부릉! 브루미즈: 스피더의 모험 일기|뽀로로 극장판 컴퓨터 왕국 대모험|최강전사 미니특공대 : 새로운 악당의 습격|마법천자문: 대마왕의 부활을 막아라
10089218,호소다 마모루,감독,미래의 미라이|괴물의 아이|늑대아이|썸머 워즈|시간을 달리는 소녀|원피스 6기 극장판 : 오마츠리 남작과 비밀의 섬|게게게 키타로: 키타로의 유령전철
20245489,트래비스 나이트,감독,범블비|쿠보와 전설의 악기
10004291,김병우,감독,PMC: 더 벙커|더 테러 라이브|리튼|아나모픽
20293333,김병우,제작,미니특공대X|파워배틀 와치카: 와치가면의 역습|레이디버그
20143823,김병우,미술팀,버닝|원더풀 데이즈|2009로스트메모리즈
20229627,김병우,프로듀서,미니특공대X|부릉! 부릉! 브루미즈: 스피더의 모험 일기|파워배틀 와치카 미니카 배틀리그: 불꽃의 질주|최강전사 미니특공대 : 새로운 악당의 습격
20143824,김병우,조명팀,부부의 스폰서|와이키키 브라더스
20258170,김병우,VFX 아티스트,최강전사 미니특공대: 영웅의 탄생
20143826,김병우,조감독,연평해전|들개들|아티스트 봉만대|꼭두각시|서울
20143827,김병우,배우,그녀에게 잠들다
20143825,김병우,사운드팀,하늘정원
10000946,강형철,감독,스윙키즈|타짜-신의 손|써니 감독판|써니|과속스캔들
20138860,강형철,제작팀,내 생애 최악의 남자|우렁각시
20255533,한상호,배우,동창회의 목적 3|바람난 여자들
20312035,한상호,감독,점박이 한반도의 공룡2 : 새로운 낙원|점박이:한반도의 공룡3D
20312036,한상호,기획,폭풍정사
10087513,한상호,투자,너는 나의 황홀한 지옥|화춘|춘희|아벤고 공수군단|복수는 내게 맡겨라|여자는 괴로워|앵무새 몸으로 울었다|뻐꾸기도 밤에 우는가|조용히 살고 싶다|바다로 간 목마|무림 5걸|심봤다|가시를 삼킨 장미|날으는 일지매
20224990,한상호,로케이션매니저,환타스틱 러브짐: 전쟁 같은 사랑
20224989,한상호,연출팀,춘희막이
20142007,한상호,VFX 아티스트,퍼펙트 게임
10058467,임경택,제작,언니|히어로|더 웹툰: 예고살인|고래를 찾는 자전거|김복남 살인사건의 전말|이브의 유혹 - 엔젤|잠복근무|인형사|잠잔 날
10038254,스콧 모시어,,"그린치|잭 앤 미리, 포르노 만들기"
20111283,우민호,감독,남산의 부장들|마약왕|내부자들: 디 오리지널|내부자들|간첩|파괴된 사나이|누가 예수를 죽였는가?
20111311,우민호,운송,"해피 투게더|협상|머니백|고산자, 대동여지도|치외법권|사도|베테랑|쓰리 썸머 나잇|덕수리 5형제|타짜-신의 손|아빠를 빌려드립니다|소원|깡철이|런닝맨|늑대소년|공모자들|도둑들|카운트다운|기생령|써니|대한민국 1%|주유소 습격사건 2|애자|로맨틱 아일랜드|과속스캔들|그 남자의 책 198쪽|아내가 결혼했다|모던보이|허밍|헨젤과 그레텔|가면|두 사람이다|최강로맨스|죽음의 숲-어느날 갑자기 네번째 이야기|D-day-어느날 갑자기 세번째 이야기|네번째 층 - 어느날 갑자기 두번째 이야기|2월 29일 - 어느날 갑자기 첫번째 이야기|아파트|아랑|사랑을 놓치다|미스터 주부퀴즈왕|사랑니|외출|이대로, 죽을 순 없다(Short Time)|가발|신석기 블루스|귀여워|내 머리 속의 지우개|썸|거미숲|신부수업|투 가이즈|라이어|바람의 전설|마지막 늑대|그녀를 믿지 마세요|돈 텔 파파|실미도|비디오를 보는 남자|올드보이|4인용 식탁|맛있는 섹스 그리고 사랑|역전에 산다|하늘정원|질투는 나의 힘|마들렌|중독|폰|서프라이즈|오버 더 레인보우|울랄라씨스터즈|정글쥬스|공공의 적|봄날은 간다|소름|인류 멸망 보고서 '천상의 피조물' "
20114371,타카하시 와타루,감독,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~|짱구는 못말려 극장판: 폭풍수면! 꿈꾸는 세계 대돌격|짱구는 못말려 극장판 : 정면승부! 로봇아빠의 역습|극장판 아따맘마3D : 엄마는 초능력자
10062679,밥 퍼시케티,감독,스파이더맨: 뉴 유니버스
20125575, 피터 램지,감독,스파이더맨: 뉴 유니버스|가디언즈
10071263, 로드니 로스맨,감독,스파이더맨: 뉴 유니버스
10072117,최국희,감독,"국가부도의 날|스플릿|8월의 일요일들|극장전|그날 밤의 축제|삶은 전진하고|청춘, 외대앞|블루 디코딩"
20324439,이권,배우,쎈놈
20324117,이권,프로듀서,살판
10054870,이권,감독,도어락|타이밍|내 연애의 기억|어깨 너머의 연인|꽃미남 연쇄 테러 사건|서프라이즈|고양이를 부탁해|겁쟁이들이 더 흉폭하다
20139400,이권,현장편집,파파좀비|죽여주는 여자|고양이 장례식|봄|캐치미|철가방 우수氏|도가니
20267741,이권,음악,순종
20260475,이권,촬영팀,이파니의 시크릿 관음클럽
20195054,이권,특수효과,"의궤, 8일간의 축제 3D"
20186599,이권,VFX 아티스트,터널 3D|미스터 고
10054872,이권,제작팀,비밀애|6년째 연애중|죽음의 숲-어느날 갑자기 네번째 이야기|D-day-어느날 갑자기 세번째 이야기|네번째 층 - 어느날 갑자기 두번째 이야기|첫사랑 사수 궐기 대회|폰
10054871,이권,기획,장미의 나날|여자의 일생|소녀경|천국의 계단|그들도 우리처럼|상처|칠수와 만수|안녕하세요 하나님|황진이|겨울나그네|오늘만은 참으세요|화녀촌|장사의 꿈|이방인|추억의 빛|추적|얼굴이 아니고 마음입니다|풀잎처럼 눕다|금지된 사랑|애인|만추|세번은 짧게 세번은 길게|아가씨 참으세요|매일 죽는 남자|바람불어 좋은 날|아낌없이 바쳤는데|그여자 사람잡네|죽음보다 깊은 잠|가을비 우산속에
10050389,야지마 테츠오,감독,극장판 포켓몬스터 모두의 이야기
10013865,라세 할스트롬,감독,호두까기 인형과 4개의 왕국|베일리 어게인|로맨틱 레시피|세이프 헤이븐|최면 전문의|사막에서 연어낚시|디어 존|하치 이야기|혹스: 욕망의 법칙|카사노바|언피니쉬드 라이프|쉬핑 뉴스|초콜릿|사이더 하우스|줄리아 로버츠의 사랑게임|길버트 그레이프|아바
10065132, 조 존스톤,감독,호두까기 인형과 4개의 왕국|퍼스트 어벤져|울프맨|히달고|쥬라기 공원 3|옥토버 스카이|쥬만지 |페이지 마스터 |인간 로켓티어|애들이 줄었어요
10083870,폴 페이그,감독,부탁 하나만 들어줘|고스트버스터즈|스파이|더 히트|내 여자친구의 결혼식|성탄절 전야의 공항 대소동|아이 엠 데이빗
10051181,크리스찬 리버스,감독,모털 엔진
10054516,윤준상,감독,런닝맨 : 풀룰루의 역습|초혼
20267770,윤준상,그립,꾼|택시운전사|임금님의 사건수첩|가려진 시간|여교사
20111735,이재규,감독,완벽한 타인|역린|인플루언스
20165017,이재규,배우,녹색의자
20165016,이재규,배우,최후의 만찬
10057190,이재규,제작,구원의 애정
20031895,이재규,조연출,
20318000,김민호,세트팀,인랑
20180375,김민호,미술팀,창궐|남한산성|보통사람|혼숨|걷기왕|공모자들
20304809,김민호,감독,성난황소
20080105,김민호,VFX 아티스트,뷰티풀 투모로우|탐정 홍길동: 사라진 마을|타이밍|로사 |여고괴담 5|신기전|천년여우 여우비|마리이야기|자전거여행
10004230,김민호,액션/스턴트팀,리얼|대결|봉이 김선달|다른 길이 있다|서부전선|살인의뢰|강남 1970|역린|친구 2|관상|런닝맨|가비|범죄와의 전쟁: 나쁜놈들 전성시대|블라인드|무산일기|황해|초능력자|해결사|전우치|집행자|뚝방전설|한반도|짝패
20180376,김민호,제작팀,로마의 휴일|영도|깔깔깔 희망버스
20284729,김민호,배우,스윙키즈
20258130,김민호,조명,타는 여자|등산의 목적
20227230,김민호,배우,용주골-무삭제판|용주골
20138953,김민호,애니메이션팀,뽀로로 극장판 컴퓨터 왕국 대모험|창백한 얼굴들|우리별 일호와 얼룩소|다이노 타임|집|제불찰씨 이야기
10009928,오토 바서스트,감독,후드
20100014,데이빗 예이츠,감독,신비한 동물들과 그린델왈드의 범죄|신비한 동물사전|레전드 오브 타잔|해리포터와 죽음의 성물2|해리 포터와 죽음의 성물1|해리 포터와 혼혈 왕자|해리 포터와 불사조 기사단|카페의 소녀
10013865,라세 할스트롬,감독,호두까기 인형과 4개의 왕국|베일리 어게인|로맨틱 레시피|세이프 헤이븐|최면 전문의|사막에서 연어낚시|디어 존|하치 이야기|혹스: 욕망의 법칙|카사노바|언피니쉬드 라이프|쉬핑 뉴스|초콜릿|사이더 하우스|줄리아 로버츠의 사랑게임|길버트 그레이프|아바
10046021,앤드류 하얏트,감독,바울
20178840,페드 알바레즈,감독,거미줄에 걸린 소녀|맨 인 더 다크|이블 데드
10032981,빅터 아즈에프,감독,투 프렌즈
20324132,박준수,배우,스물 아홉살
20135421,박준수,배우,스윙키즈
20311772,박준수,감독,브링 더 소울 : 더 무비|번 더 스테이지: 더 무비
20320963,박준수,VFX 아티스트,남자와 여자
20135426,박준수,촬영팀,남자와 여자|주유소 습격사건 2
20135423,박준수,라인프로듀서,안시성|청년경찰|공조|특별수사: 사형수의 편지|돌연변이|악의 연대기|해무(海霧)|관상|차이나 블루|수목장|연가시|특수본|심장이 뛴다|악마를 보았다|구르믈 버서난 달처럼|채식주의자|헬로우 마이 러브|실종|6월의 일기
20135425,박준수,조명팀,차우
20135420,박준수,배우,계몽영화
20135419,박준수,배우,무법자
20135418,박준수,배우,폭력써클
20139889,노규엽,조감독,출국|배꼽|미인도|우아한 세계
10063620,제이슨 라이트맨,감독,"고스트버스터즈 2020|툴리|멘, 우먼 & 칠드런|레이버 데이|영 어덜트|인 디 에어|주노|흡연, 감사합니다"
20311469,우시지마 신이치로,감독,너의 췌장을 먹고 싶어
10058831,임진순,감독,동네사람들|슈퍼스타|해적 디스코왕 되다|일월영측|원격조정
20125023,임진순,홍보/마케팅 진행,물고기|집으로...|2009로스트메모리즈|나쁜 남자|파이란
20154387,임진순,배우,과속스캔들
20163470,김정환,VFX 아티스트,스윙키즈|안시성|마녀|레슬러|미니특공대X|물괴|신과함께-죄와 벌|7호실|침묵|살인자의 기억법|리얼|조작된 도시|우리 손자 베스트|코인라커|한경직|스타: 빛나는 사랑|불꽃처럼 나비처럼|역도산
20163500,김정환,조감독,이브들의 발칙한 수다|트릭|복숭아나무|슈퍼스타|7월 32일
20309609,김정환,감독,해피 투게더
20188266,김정환,제작,변산|사토미를 찾아라|스케치
20113661,김정환,라인프로듀서,박열|소원|사이코메트리|뒷담화: 감독이 미쳤어요|베를린|타워|음치 클리닉 |점쟁이들|R2B: 리턴투베이스|고지전|량강도 아이들|부당거래|해결사|요술|방자전|굿모닝 프레지던트|그림자 살인|차우|모던보이|크로싱|가면|진주는 공부중|케이지|안단테|무서운 이야기 '앰뷸런스'|퀘스천
20300190,김정환,세트팀,7호실
20197129,김정환,라인프로듀서,미옥|침묵|남과 여|더 폰|사도|따라지 : 비열한 거리|무뢰한|쥬로링 동물탐정 극장판|국제시장|빅매치|내비게이션|무명인|유령
20224110,김정환,특수촬영,시소|물숨|연평해전
20260874,김정환,포스터사진,우리 연애의 이력
20260909,김정환,편집팀,짐작보다 따뜻하게
10087253,김성훈,배우,"백두산|PMC: 더 벙커|클로젯|신과함께-인과 연|1987|신과함께-죄와 벌|서서평, 천천히 평온하게|싱글라이더|터널|아가씨|아가씨(확장판)|암살|허삼관|군도: 민란의 시대|롤러코스터|더 테러 라이브|베를린|577 프로젝트|러브픽션|범죄와의 전쟁: 나쁜놈들 전성시대|의뢰인|황해|평행이론|국가대표 완결판-못 다한 이야기|국가대표|보트|잘 알지도 못하면서|멋진 하루|비스티 보이즈|추격자|우리 생애 최고의 순간|숨|두 번째 사랑|구미호 가족|시간|용서받지 못한 자|잠복근무|슈퍼스타 감사용|마들렌|티파니에서 아침을"
20183459,김성훈,조명팀,해피 투게더|아메리카 타운|목격자|처음엔 다 그래|여배우는 오늘도|청년경찰|인천상륙작전|트릭|우주의 크리스마스|널 기다리며|고령화 가족
20186633,김성훈,현장편집,"동네사람들|행복의 나라|데자뷰|지워야 산다|중독노래방|길|원라인|히야|로봇, 소리|돌연변이|장수상회|몽골리안 프린세스|기술자들|좋은 친구들|군도: 민란의 시대|관상|무서운 이야기 3 : 화성에서 온 소녀"
10004659,김성훈,동시녹음,"영주|대관람차|남자와 여자|대물 변강쇠|동거:친구의 여자친구|두 엄마|쇠파리|스캔들 III|스캔들 II|로마서 8:37|꿈의 제인|파파좀비|스캔들|그랜드파더|최악의 하루|역모-반란의 시대|멜리스|미라클 여행기|배우는 배우다|전설의 주먹|약탈자들|언니가 간다|아랑|사랑을 놓치다|가발|공공의 적 2|발레 교습소|귀신이 산다|그녀를 믿지 마세요|와일드 카드|동갑내기 과외하기|욕망|광복절 특사|2424|폰|버스, 정류장|소름|광시곡|행복한 장의사|파란대문|고백|배낭을 멘 소년 "
20201555,김성훈,배우,궁합|야간비행
20128773,김성훈,감독,창궐|공조|마이 리틀 히어로
20293708,김성훈,VFX 슈퍼바이저,여곡성|물괴|원스텝
20183456,김성훈,애니메이션팀,뽀로로 극장판 슈퍼썰매 대모험|날으는 돼지 - 해적 마테오
10004661,김성훈,프로듀서,젊은남편 젊은아빠|살인자의 기억법|형의 여자|야한이야기|부부의 스폰서|러시아 엄마|젊은엄마 : 디 오리지널|착한 여비서의 목적|젊은 엄마 4|무수단|관음증|젊은 엄마 3|젊은엄마 : 내 나이가 어때서|검은손|대한민국 1%|아내가 결혼했다|므이|거룩한 계보|강력 3반|웰컴 투 동막골|네발가락|킬러들의 수다|하루
20233706,김성훈,온라인마케팅,임금님의 사건수첩|싱글라이더|마이 페어 웨딩
10077207,크리스 콜럼버스,감독,"픽셀|퍼시 잭슨과 번개 도둑|아이 러브 유, 베스 쿠퍼|렌트|해리포터와 비밀의 방|해리포터와 마법사의 돌|바이센테니얼 맨|스텝맘|나인 먼쓰 |미세스 다웃파이어 |나 홀로 집에 2|나홀로 집에|피라미드의 공포|구니스 |그렘린 "
20260332,유영선,분장팀,리벤져|실종: 사라진아내
20157236,유영선,감독,여곡성|마녀|동면의 소녀|마녀+동면의 소녀
20151972,유영선,윤색,"날, 보러와요|잉투기|특수본"
20151971,유영선,배우,Mr.아이돌
10053843,유영선,음악,쉿! 그녀에겐 비밀이에요
20151970,유영선,연출팀,므이|방과후 옥상|혈의 누|불어라 봄바람
20125835,유영선,감독,밀크보이즈|어둠의 저편(가제)
10058386,일라이 로스,감독,벽 속에 숨은 마법시계|데스 위시|그린 인페르노|노크 노크|애프터쇼크|그라인드 하우스|호스텔 2|호스텔|캐빈 피버
10032109,브래들리 쿠퍼,배우,어벤져스: 엔드게임|라스트 미션|스타 이즈 본|어벤져스: 인피니티 워|가디언즈 오브 갤럭시 VOL. 2|조이|더 셰프|알로하|세레나|아메리칸 스나이퍼|가디언즈 오브 갤럭시|아메리칸 허슬|플레이스 비욘드 더 파인즈|행오버3|실버라이닝 플레이북|더 스토리: 세상에 숨겨진 사랑|히트 앤 런|리미트리스|행오버 2|A-특공대|발렌타인 데이|행오버|뉴욕 아이 러브 유|미드나잇 미트 트레인
10045012,아리 산델,감독,구스범스: 몬스터의 역습|퀸카가 아니어도 좋아|와일드 웨스트 코미디 쇼
10011631,데이빗 고든 그린,감독,할로윈|스트롱거|맹글혼|조|프린스 아발란체|더 시터|유어 하이니스|파인애플 익스프레스|스노우 엔젤스|올 더 리얼 걸스|언더토우|조지 워싱턴
10006086,김태균,감독,"암수살인|봄, 눈|써클|세이예스|신장개업|닥터 K|억수탕(3pm Paradise)|반짝반짝 두근두근|2015 GSFF 배우 특별전: 김수안 |[PDFF2015] 장애인미디어운동1 + 한국영화초청3"
20184302,김태균,작사/작곡/편곡,슈퍼 빼꼼: 스파이 대작전|관음증|어떤 가족|환상속의 그대
20264975,김태균,홍보/마케팅 진행,"조작된 도시|공조|마스터|가려진 시간|고산자, 대동여지도"
20238326,김태균,제작,비스티걸스|바리새인
20276729,김태균,,슈퍼 빼꼼: 스파이 대작전
20274249,김태균,감독,월척
20267935,김태균,감독,영화를 만드는 사람|화인|시인|애니 교복 입는 데이
20128470,김태균,조감독,천국의 셋방(무삭제)|꿈은 이루어진다|정승필 실종사건|분홍돌고래
10006085,김태균,감독,"연애담|연애의 발동 : 상해 여자, 부산 남자|가시|잉투기|맨발의 꿈|피안도|크로싱|백만장자의 첫사랑|늑대의 유혹|이공|화산고|키스할까요|박봉곤 가출사건|남자는 괴로워|나의 사랑, 나의 신부|아임 오케이|편의점2시|3인 3색 러브스토리 : 사랑즐감"
20225373,김태균,촬영팀,뷰티 인사이드|베테랑
10057572,이지원,감독,미쓰백|우아한 세계|주홍글씨|번지점프를 하다|그녀에게|판타스틱 자살소동
20314695,이지원,배우,라라|미쓰백
20199635,이지원,배우,"히트맨|미친도시|오목소녀|오장군의 발톱|1급기밀|희생부활자|개를 훔치는 완벽한 방법|못|안녕, 투이"
